intervention_id,repo,role,period,anchor_commit,anchor_date,file_path,suffix,label,future_event_ids,match_window_days,match_distance,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,directory_depth,prior_touches_total,prior_touches_365d,total_churn,churn_365d,author_count_total,author_count_365d,file_age_days,latest_touch_days,log_loc,log_size_bytes,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d,score_baseline_size,score_baseline_history,score_baseline_history_plus_structure,score_baseline_plus_composite,primary_model_score,score_range,absolute_error,underprediction_loss,positive_log_loss
django-django::c28beb429107956f8bde8053936502124c964bec::django/utils/html.py,django-django,intervention,pre,074d3183d92cd5ed5da8f51e7048b12a96f55e0a,2014-04-03T18:54:16+00:00,django/utils/html.py,.py,1,CVE-2018-7536,90,0.7350584366917761,250.0,11114.0,0.35684721972287203,0.7850537062193678,0.032,0.0,0.3280367454919183,2.0,85.0,28.0,1066.0,242.0,31.0,17.0,3186.727997685185,3.9883217592592595,5.5254529391317835,9.316050826398296,4.454347296253507,3.367295829986474,6.9726062513017535,5.493061443340548,0.01664762835493486,0.08743964614215138,0.109428961839737,0.08866919544971386,0.08866919544971386,0.09278133348480214,0.9113308045502861,0.9113308045502861,2.4228427391656835
django-django::c28beb429107956f8bde8053936502124c964bec::django/utils/html.py,django-django,intervention,post,c28beb429107956f8bde8053936502124c964bec,2014-04-03T19:24:29+00:00,django/utils/html.py,.py,1,CVE-2018-7536,90,0.7350584366917761,250.0,11216.0,0.3596647646219686,0.7852733330972664,0.032,0.0,0.3290464003213922,2.0,86.0,29.0,1078.0,254.0,32.0,18.0,3186.7489814814817,0.0,5.5254529391317835,9.325185763645223,4.465908118654584,3.4011973816621555,6.983789965258135,5.541263545158426,0.016721398516471805,0.09251627701159396,0.1166024266892817,0.09376184526221189,0.09376184526221189,0.09988102817280989,0.9062381547377881,0.9062381547377881,2.3669972726494444
django-django::c28beb429107956f8bde8053936502124c964bec::django/utils/html.py,django-django,control,pre,114b70ccf8dcd7af86d5cd464d66aa7761400884,2014-02-08T12:12:46+00:00,django/template/loader_tags.py,.py,0,,90,0.7350584366917761,206.0,9415.0,0.29134360063728093,0.81082118260743,0.16019417475728157,0.0,0.3442532197624914,2.0,49.0,14.0,742.0,137.0,19.0,9.0,2839.4450231481483,55.80105324074074,5.332718793265369,9.150165648940114,3.912023005428146,2.70805020110221,6.610696044717759,4.927253685157205,0.014486709507990494,0.04261350165738549,0.04592358178326021,0.046004925060061146,0.046004925060061146,0.031518215552070655,0.046004925060061146,0.0,0.0
django-django::c28beb429107956f8bde8053936502124c964bec::django/utils/html.py,django-django,control,post,b041850853188428ac3b843001603db8f8a69392,2014-02-08T12:22:11+00:00,django/template/loader_tags.py,.py,0,,90,0.7350584366917761,206.0,9416.0,0.29163126593033134,0.8100635612499533,0.16019417475728157,0.0,0.34406542522242606,2.0,50.0,15.0,744.0,139.0,20.0,10.0,2839.4515625,0.0,5.332718793265369,9.150271845510064,3.9318256327243257,2.772588722239781,6.61338421837956,4.941642422609304,0.01448745582473515,0.045358112555369104,0.049345930888432095,0.04878648238037286,0.04878648238037286,0.03485847506369694,0.04878648238037286,0.0,0.0
django-django::23984cf907168d2a26579e54bf53d5d222431f01::django/utils/html.py,django-django,intervention,pre,7b3a221ad674ce74afd5db2a7dd0a0a3beb354ed,2014-04-03T18:56:41+00:00,django/utils/html.py,.py,1,CVE-2018-7536,90,1.6909021592945561,291.0,13159.0,0.34151531271373203,0.7837618112984217,0.030927835051546393,0.0,0.32160690509003775,2.0,82.0,25.0,1006.0,182.0,31.0,16.0,3186.729675925926,12.068634259259259,5.676753802268282,9.484937204879309,4.418840607796598,3.258096538021482,6.914730892718563,5.209486152841421,0.01891323485465659,0.08222879023461306,0.10493458562229234,0.08314616873955555,0.08314616873955555,0.08602135076763576,0.9168538312604444,0.9168538312604444,2.487155150898374
django-django::23984cf907168d2a26579e54bf53d5d222431f01::django/utils/html.py,django-django,intervention,post,23984cf907168d2a26579e54bf53d5d222431f01,2014-04-03T19:28:10+00:00,django/utils/html.py,.py,1,CVE-2018-7536,90,1.6909021592945561,291.0,13261.0,0.3438654701757032,0.7836104291869661,0.030927835051546393,0.0,0.32239509191237925,2.0,83.0,26.0,1018.0,194.0,32.0,17.0,3186.751539351852,0.0,5.676753802268282,9.492658081928813,4.430816798843313,3.295836866004329,6.926577033222725,5.272999558563747,0.0189838834532815,0.0872552732577498,0.1121241499492777,0.08811583884893762,0.08811583884893762,0.0931402664959962,0.9118841611510624,0.9118841611510624,2.4291029795776495
django-django::23984cf907168d2a26579e54bf53d5d222431f01::django/utils/html.py,django-django,control,pre,ea64ef7ed702ebaf68877c73ba0d8bb832d16415,2014-06-24T20:09:04+00:00,django/http/request.py,.py,1,CVE-2016-9014,90,1.6909021592945561,457.0,19489.0,0.2919082559392478,0.7587410340428168,0.0262582056892779,0.0,0.2963703907734978,2.0,23.0,14.0,677.0,91.0,14.0,11.0,611.0806134259259,13.545752314814814,6.126869184114185,9.877656792501606,3.1780538303479458,2.70805020110221,6.519147287940395,4.5217885770490405,0.026176910062873298,0.05056770590121609,0.0630708739086052,0.04997706588676675,0.04997706588676675,0.0368939638457319,0.9500229341132332,0.9500229341132332,2.9961910610455442
django-django::23984cf907168d2a26579e54bf53d5d222431f01::django/utils/html.py,django-django,control,post,e8e16abe6a797789427a79cd66175ae70f392a08,2014-06-25T01:42:18+00:00,django/http/request.py,.py,1,CVE-2016-9014,90,1.6909021592945561,461.0,19744.0,0.29269651539708263,0.7597555272954569,0.028199566160520606,0.0,0.2973998687178572,2.0,24.0,15.0,690.0,104.0,15.0,12.0,611.312025462963,0.0,6.135564891081739,9.89065557372075,3.2188758248682006,2.772588722239781,6.53813982376767,4.653960350157523,0.0264095375033903,0.05539551335168671,0.06971611760062625,0.05469933575029425,0.05469933575029425,0.04330658009723595,0.9453006642497057,0.9453006642497057,2.9059037131326098
django-django::9eeb788cfb70d07d87b3d07434d6a149ab2d7471::django/views/debug.py,django-django,intervention,pre,1851dcf377d05a5d167cf482674e4c4a4e2502a5,2014-11-16T20:41:42+00:00,django/views/debug.py,.py,1,CVE-2016-6186,90,2.684805323286384,1161.0,46756.0,0.2439686885105655,0.726920697501154,0.11369509043927649,0.07004397181410926,0.30338718033671463,2.0,155.0,18.0,2978.0,218.0,37.0,15.0,3289.1228240740743,72.30516203703704,7.057897937411856,10.752719256128344,5.049856007249537,2.9444389791664403,7.999342952713282,5.389071729816501,0.05226132090824462,0.12803289482617733,0.1494771604867695,0.12835048329108759,0.12835048329108759,0.09721583957852489,0.8716495167089124,0.8716495167089124,2.0529906062565133
django-django::9eeb788cfb70d07d87b3d07434d6a149ab2d7471::django/views/debug.py,django-django,intervention,post,9eeb788cfb70d07d87b3d07434d6a149ab2d7471,2014-11-16T20:41:44+00:00,django/views/debug.py,.py,1,CVE-2016-6186,90,2.684805323286384,1163.0,46766.0,0.2438309883248514,0.7266935827053342,0.1117798796216681,0.10794847838268158,0.308519585435348,2.0,156.0,19.0,2992.0,232.0,37.0,15.0,3289.1228472222224,0.0,7.059617628291383,10.75293310498079,5.056245805348308,2.995732273553991,8.0040315078527,5.4510384535657,0.05229287302860275,0.1305440298085144,0.13535206682934078,0.13241093512087004,0.13241093512087004,0.08305919380073803,0.86758906487913,0.86758906487913,2.0218450473423664
