repo,anchor_tag,anchor_commit,intervention_commit,intervention_parent,file_path,commit_date,intervention_type,keyword_basis,review_decision,reviewer,notes
django-django,1.7a2,074d3183d92cd5ed5da8f51e7048b12a96f55e0a,c28beb429107956f8bde8053936502124c964bec,074d3183d92cd5ed5da8f51e7048b12a96f55e0a,django/utils/html.py,2014-04-03T19:24:29+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7b1,7b3a221ad674ce74afd5db2a7dd0a0a3beb354ed,23984cf907168d2a26579e54bf53d5d222431f01,7b3a221ad674ce74afd5db2a7dd0a0a3beb354ed,django/utils/html.py,2014-04-03T19:28:10+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,1851dcf377d05a5d167cf482674e4c4a4e2502a5,9eeb788cfb70d07d87b3d07434d6a149ab2d7471,1851dcf377d05a5d167cf482674e4c4a4e2502a5,django/views/debug.py,2014-11-16T20:41:44+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,f8bfa806805a87d2cdd677089bd96fbf8400cb95,3f76d1402dac9c2993d588f996dc1c331edbc9a7,f8bfa806805a87d2cdd677089bd96fbf8400cb95,django/db/backends/base/schema.py,2016-07-15T14:34:37+00:00,refactor,refactor,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
django-django,1.7a2,f24eea3b69d9c3139f0145cd48a8962f67671aff,ddf169cdaca91e92dd5bfe6796bb6f38369ecb68,f24eea3b69d9c3139f0145cd48a8962f67671aff,django/conf/global_settings.py,2016-11-30T13:57:27+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,1e655d35ad7540ea557c532ebc72a9acc407df50,1557778121e5d04a80f1f7c81eeb4b47400939e4,1e655d35ad7540ea557c532ebc72a9acc407df50,django/core/management/commands/loaddata.py,2021-05-14T18:45:04+00:00,simplify,simplify;split,accept,initial_curation,Accepted under the deterministic structural-refactoring screen.
django-django,1.7a2,c9d6e3595cfd0aa58cde1656bd735ecfcd7a872b,c5cd8783825b5f6384417dac5f3889b4210b7d08,c9d6e3595cfd0aa58cde1656bd735ecfcd7a872b,django/db/models/sql/query.py,2022-02-03T10:20:46+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,9c19aff7c7561e3a82978a272ecdaad40dda5c00,7119f40c9881666b6f9b5cf7df09ee1d21cc8344,9c19aff7c7561e3a82978a272ecdaad40dda5c00,django/conf/global_settings.py,2022-02-07T19:37:05+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,9c19aff7c7561e3a82978a272ecdaad40dda5c00,7119f40c9881666b6f9b5cf7df09ee1d21cc8344,9c19aff7c7561e3a82978a272ecdaad40dda5c00,django/db/models/sql/query.py,2022-02-07T19:37:05+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
django-django,1.7a2,9c19aff7c7561e3a82978a272ecdaad40dda5c00,7119f40c9881666b6f9b5cf7df09ee1d21cc8344,9c19aff7c7561e3a82978a272ecdaad40dda5c00,django/http/multipartparser.py,2022-02-07T19:37:05+00:00,refactor,refactor,accept,security_file_enrichment,Accepted under the deterministic security-file refactoring screen before the first audited security event on this file.
